epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
136,2538.8,1.26821,2.04403,1.4073,0.60275,0.47106,0.53283,0.35167,1.20675,1.9477,1.33289,0.001009,0.001009,0.001009
137,2558.44,1.26659,2.02438,1.40783,0.58937,0.47913,0.52997,0.35102,1.19884,1.94913,1.33022,0.0009424,0.0009424,0.0009424
138,2577.94,1.27159,2.0277,1.41065,0.59553,0.47543,0.53224,0.35323,1.20038,1.93878,1.32901,0.0008758,0.0008758,0.0008758
139,2597.32,1.24013,1.99953,1.39314,0.59008,0.48453,0.53575,0.35702,1.19705,1.94109,1.32606,0.0008092,0.0008092,0.0008092
140,2616.84,1.23842,1.99797,1.39198,0.59437,0.48244,0.53562,0.35643,1.19676,1.93812,1.32421,0.0007426,0.0007426,0.0007426
141,2635.41,1.18046,1.79631,1.41487,0.59561,0.47691,0.5348,0.35616,1.19635,1.94839,1.32619,0.000676,0.000676,0.000676
142,2652.95,1.17508,1.7484,1.4115,0.58391,0.48503,0.53404,0.35483,1.19945,1.95501,1.33091,0.0006094,0.0006094,0.0006094
143,2670.5,1.16298,1.79428,1.41555,0.58462,0.48012,0.53101,0.35362,1.20049,1.96256,1.33229,0.0005428,0.0005428,0.0005428
144,2687.86,1.19609,1.80257,1.44393,0.59538,0.47776,0.53466,0.35544,1.20075,1.94762,1.32962,0.0004762,0.0004762,0.0004762
145,2705,1.18021,1.78971,1.41546,0.58812,0.48282,0.53391,0.35594,1.19691,1.94361,1.32744,0.0004096,0.0004096,0.0004096
146,2722.29,1.19391,1.7662,1.41062,0.59522,0.47903,0.53653,0.35788,1.19257,1.94239,1.32525,0.000343,0.000343,0.000343
147,2739.51,1.20329,1.77086,1.42825,0.5794,0.48642,0.53468,0.35727,1.19253,1.94349,1.3247,0.0002764,0.0002764,0.0002764
148,2756.88,1.19266,1.72504,1.40931,0.58801,0.48389,0.53442,0.35627,1.19403,1.94474,1.32501,0.0002098,0.0002098,0.0002098
149,2774.39,1.23256,1.80312,1.43246,0.58746,0.4839,0.53536,0.35732,1.18941,1.94579,1.32177,0.0001432,0.0001432,0.0001432
150,2791.88,1.19972,1.79461,1.43532,0.5854,0.48484,0.53469,0.35789,1.18778,1.94679,1.32076,7.66e-05,7.66e-05,7.66e-05
