epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,4907.28,1.74523,3.21968,1.42816,0.59483,0.48569,0.54375,0.35825,1.59267,2.85643,1.30711,0.000166927,0.000166927,0.000166927
186,4933.05,1.77264,3.22575,1.4198,0.5926,0.48644,0.54386,0.35815,1.59425,2.85491,1.30764,0.000148012,0.000148012,0.000148012
187,4959.33,1.74545,3.249,1.44432,0.59257,0.48608,0.54357,0.35781,1.59339,2.85265,1.3073,0.000130296,0.000130296,0.000130296
188,4985.8,1.75253,3.21015,1.41848,0.59018,0.48653,0.54332,0.35782,1.59214,2.85071,1.30675,0.000113782,0.000113782,0.000113782
189,5012.64,1.75292,3.27774,1.42551,0.59142,0.4862,0.54335,0.35884,1.5908,2.84932,1.30614,9.84752e-05,9.84752e-05,9.84752e-05
190,5038.76,1.71477,3.19718,1.41035,0.59426,0.48295,0.54378,0.35899,1.58985,2.84441,1.3059,8.43789e-05,8.43789e-05,8.43789e-05
191,5066.2,1.51989,2.96908,1.4086,0.60477,0.47487,0.54387,0.35869,1.59104,2.85271,1.30685,7.14967e-05,7.14967e-05,7.14967e-05
192,5092.33,1.51744,2.83418,1.42171,0.60535,0.47252,0.54342,0.35803,1.59362,2.86394,1.30909,5.98318e-05,5.98318e-05,5.98318e-05
193,5118.68,1.62288,2.93191,1.46561,0.61084,0.46494,0.54126,0.3564,1.59591,2.87353,1.31117,4.93871e-05,4.93871e-05,4.93871e-05
194,5145.18,1.64677,2.8983,1.45687,0.60569,0.46581,0.53972,0.35491,1.59656,2.88359,1.31189,4.0165e-05,4.0165e-05,4.0165e-05
195,5171.5,1.64596,2.9216,1.44606,0.59968,0.46862,0.53875,0.35378,1.59724,2.89429,1.31272,3.2168e-05,3.2168e-05,3.2168e-05
196,5198.13,1.56246,2.78323,1.41504,0.60008,0.46758,0.53833,0.35372,1.59902,2.90222,1.31383,2.53979e-05,2.53979e-05,2.53979e-05
197,5225.07,1.64453,2.83598,1.4526,0.59542,0.46866,0.53742,0.3526,1.60055,2.90881,1.31476,1.98565e-05,1.98565e-05,1.98565e-05
198,5252.7,1.57229,2.75427,1.42306,0.59944,0.46372,0.53651,0.35279,1.60216,2.9145,1.31549,1.55451e-05,1.55451e-05,1.55451e-05
199,5280.52,1.63366,2.80148,1.43393,0.59746,0.46377,0.5352,0.35182,1.60356,2.91997,1.31672,1.24647e-05,1.24647e-05,1.24647e-05
200,5308.27,1.63321,2.85383,1.43379,0.5887,0.47051,0.53434,0.35152,1.60494,2.92293,1.31765,1.06162e-05,1.06162e-05,1.06162e-05
